year,month,day,volume,value,price_weight_av,price_max,price_min,price_mean,power_max,power_min,power_mean,date,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,off_volume,standard_volume,morning_volume,evening_volume,off_value,standard_value,morning_value,evening_value
2020,2,21,800.0,50250.0,62.8125,105.0,0.0,46.041666666666664,100.0,0.0,33.333333333333336,2020-02-21,30.625,62.72727272727273,0.0,85.0,8,11.0,3.0,2.0,240.0,490.0,0.0,70.0,8250.0,35850.0,0.0,6150.0
2020,2,22,1170.0,39695.0,33.927350427350426,65.0,24.0,32.416666666666664,95.0,20.0,48.75,2020-02-22,29.58823529411765,39.285714285714285,,,17,7.0,,,810.0,360.0,,,25405.0,14290.0,,
2020,2,23,245.0,7350.0,30.0,30.0,0.0,7.5,50.0,0.0,10.208333333333334,2020-02-23,7.5,,,,24,,,,245.0,,,,7350.0,,,
2020,2,24,604.0,40125.0,66.43211920529801,104.0,0.0,36.791666666666664,100.0,0.0,25.166666666666668,2020-02-24,11.25,56.72727272727273,0.0,84.5,8,11.0,3.0,2.0,109.0,445.0,0.0,50.0,3270.0,32825.0,0.0,4030.0
2020,2,25,248.0,14285.0,57.600806451612904,103.0,0.0,13.25,65.0,0.0,10.333333333333334,2020-02-25,18.75,15.272727272727273,0.0,0.0,8,11.0,3.0,2.0,123.0,125.0,0.0,0.0,3690.0,10595.0,0.0,0.0
2020,2,26,85.0,6750.0,79.41176470588235,240.0,0.0,20.0,40.0,0.0,4.25,2020-02-26,7.5,11.818181818181818,0.0,120.0,4,11.0,3.0,2.0,15.0,60.0,0.0,10.0,450.0,3900.0,0.0,2400.0
2020,2,27,1245.0,82555.7,66.30979919678714,100.0,0.0,41.46875,125.0,0.0,51.875,2020-02-27,11.25,59.56818181818182,28.333333333333332,82.5,8,11.0,3.0,2.0,70.0,950.0,35.0,190.0,2100.0,61630.7,2975.0,15850.0
2020,2,28,1087.0,70095.0,64.4848206071757,100.0,0.0,45.25,141.0,0.0,54.35,2020-02-28,30.0,56.36363636363637,0.0,82.5,4,11.0,3.0,2.0,236.0,691.0,0.0,160.0,7080.0,49815.0,0.0,13200.0
2020,2,29,275.0,9250.0,33.63636363636363,65.0,0.0,18.85,30.0,0.0,13.75,2020-02-29,23.46153846153846,10.285714285714286,,,13,7.0,,,225.0,50.0,,,7450.0,1800.0,,
2020,3,1,350.0,10500.0,30.0,30.0,0.0,20.0,60.0,0.0,14.583333333333334,2020-03-01,20.0,,,,24,,,,350.0,,,,10500.0,,,
2020,3,2,170.0,5100.0,30.0,30.0,0.0,7.5,30.0,0.0,7.083333333333333,2020-03-02,22.5,0.0,0.0,0.0,8,11.0,3.0,2.0,170.0,0.0,0.0,0.0,5100.0,0.0,0.0,0.0
2020,3,3,1728.0,152380.03,88.18288773148149,181.55,0.0,61.07750000000001,140.0,0.0,72.0,2020-03-03,7.5,69.73545454545454,109.33,155.39,8,11.0,3.0,2.0,183.0,1080.0,232.0,233.0,5490.0,87080.6,24309.88,35499.55
2020,3,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-04,0.0,0.0,0.0,0.0,8,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,5,80.0,3900.0,48.75,60.0,0.0,3.75,50.0,0.0,3.3333333333333335,2020-03-05,0.0,8.181818181818182,0.0,0.0,8,11.0,3.0,2.0,0.0,80.0,0.0,0.0,0.0,3900.0,0.0,0.0
